Frame,A_x,A_y,A_Diameter,B_x,B_y,B_Diameter,C_x,C_y,C_Diameter,D_x,D_y,D_Diameter
1352,1190.0,464.0,26.0,1406.0,148.0,48.0,796.0,136.0,28.0,400.0,240.0,44.0
1353,,,,1354.0,146.0,48.0,760.0,144.0,18.0,424.0,256.0,40.0
1354,1324.0,344.0,58.0,1308.0,144.0,42.0,722.0,146.0,30.0,446.0,270.0,48.0
1355,1366.0,312.0,54.0,1266.0,144.0,36.0,692.0,142.0,34.0,474.0,292.0,54.0
1356,1400.0,284.0,52.0,1226.0,142.0,34.0,652.0,144.0,34.0,510.0,318.0,58.0
1357,1456.0,248.0,52.0,1194.0,144.0,22.0,608.0,146.0,34.0,558.0,352.0,58.0
1358,1448.0,248.0,44.0,1156.0,140.0,28.0,564.0,146.0,44.0,614.0,410.0,38.0
1359,1496.0,216.0,38.0,1126.0,138.0,24.0,514.0,148.0,48.0,712.0,484.0,50.0
1360,1482.0,220.0,38.0,1096.0,138.0,18.0,460.0,148.0,58.0,,,
1361,916.0,452.0,28.0,1452.0,154.0,58.0,844.0,142.0,18.0,486.0,214.0,48.0
1362,,,,1392.0,150.0,58.0,814.0,142.0,22.0,504.0,208.0,58.0
1363,,,,1340.0,150.0,48.0,782.0,142.0,26.0,542.0,236.0,42.0
1364,1176.0,304.0,58.0,1292.0,150.0,42.0,744.0,144.0,22.0,572.0,248.0,48.0
1365,1230.0,278.0,58.0,1248.0,148.0,38.0,712.0,146.0,36.0,608.0,262.0,54.0
1366,1272.0,260.0,50.0,1208.0,146.0,36.0,670.0,148.0,38.0,654.0,282.0,58.0
1367,1306.0,244.0,44.0,1174.0,144.0,22.0,626.0,150.0,38.0,710.0,308.0,58.0
1368,1334.0,230.0,40.0,1138.0,144.0,24.0,578.0,150.0,48.0,,,
1369,1360.0,218.0,38.0,1108.0,142.0,26.0,528.0,150.0,58.0,,,
1370,1382.0,208.0,36.0,1074.0,142.0,18.0,468.0,154.0,58.0,972.0,466.0,40.0
1371,,,,1442.0,162.0,56.0,868.0,140.0,20.0,580.0,188.0,58.0
1372,,,,1378.0,156.0,58.0,836.0,142.0,24.0,608.0,210.0,38.0
1373,990.0,284.0,58.0,1326.0,168.0,24.0,802.0,144.0,24.0,626.0,208.0,42.0
1374,1064.0,274.0,58.0,1276.0,156.0,36.0,772.0,146.0,36.0,674.0,230.0,42.0
1375,1128.0,246.0,58.0,1226.0,150.0,44.0,730.0,156.0,24.0,706.0,232.0,52.0
1376,1170.0,238.0,50.0,1194.0,154.0,34.0,690.0,152.0,40.0,758.0,246.0,56.0
1377,1216.0,226.0,58.0,1146.0,146.0,36.0,636.0,156.0,28.0,824.0,276.0,58.0
1378,1252.0,214.0,58.0,1114.0,150.0,20.0,592.0,168.0,24.0,900.0,300.0,58.0
1379,1270.0,194.0,58.0,1082.0,142.0,24.0,540.0,156.0,58.0,,,
1380,1308.0,198.0,56.0,1052.0,140.0,20.0,476.0,162.0,56.0,,,
1381,680.0,302.0,58.0,1432.0,170.0,54.0,892.0,146.0,28.0,660.0,180.0,56.0
1382,814.0,294.0,58.0,1364.0,164.0,58.0,862.0,146.0,24.0,690.0,186.0,58.0
1383,902.0,268.0,58.0,1308.0,164.0,44.0,828.0,152.0,28.0,724.0,196.0,58.0
1384,974.0,250.0,54.0,1254.0,160.0,44.0,794.0,154.0,28.0,762.0,206.0,58.0
1385,1036.0,232.0,58.0,1208.0,164.0,26.0,754.0,160.0,24.0,798.0,216.0,44.0
1386,1080.0,216.0,58.0,1170.0,154.0,28.0,704.0,164.0,38.0,850.0,232.0,58.0
1387,1122.0,204.0,58.0,1122.0,150.0,38.0,664.0,160.0,44.0,912.0,244.0,56.0
1388,1164.0,204.0,38.0,1086.0,150.0,32.0,616.0,158.0,58.0,988.0,258.0,58.0
1389,1194.0,196.0,34.0,1054.0,148.0,24.0,556.0,164.0,58.0,1082.0,276.0,58.0
1390,1220.0,178.0,54.0,1024.0,144.0,24.0,488.0,168.0,58.0,1204.0,296.0,54.0
1391,622.0,272.0,56.0,1418.0,178.0,58.0,924.0,146.0,24.0,716.0,180.0,44.0
1392,746.0,268.0,54.0,1350.0,174.0,48.0,892.0,152.0,26.0,758.0,180.0,52.0
1393,826.0,242.0,58.0,1286.0,168.0,52.0,856.0,152.0,24.0,784.0,186.0,36.0
1394,900.0,224.0,48.0,1232.0,166.0,44.0,824.0,156.0,34.0,830.0,200.0,42.0
1395,966.0,216.0,56.0,1184.0,164.0,38.0,784.0,158.0,40.0,874.0,212.0,38.0
1396,1012.0,210.0,40.0,1136.0,158.0,40.0,738.0,162.0,44.0,926.0,216.0,48.0
1397,1056.0,202.0,36.0,1096.0,156.0,34.0,688.0,166.0,44.0,986.0,224.0,50.0
1398,1100.0,192.0,44.0,1064.0,154.0,30.0,630.0,180.0,30.0,1060.0,236.0,52.0
1399,1136.0,186.0,44.0,1026.0,154.0,24.0,572.0,172.0,58.0,1148.0,250.0,54.0
1400,1156.0,174.0,48.0,994.0,146.0,24.0,502.0,178.0,58.0,1240.0,284.0,58.0
1401,596.0,264.0,54.0,1404.0,188.0,58.0,956.0,156.0,22.0,776.0,168.0,30.0
1402,694.0,248.0,48.0,1340.0,194.0,54.0,924.0,154.0,28.0,810.0,174.0,34.0
1403,774.0,232.0,44.0,1260.0,174.0,58.0,886.0,160.0,32.0,854.0,180.0,50.0
1404,848.0,212.0,58.0,1214.0,172.0,32.0,848.0,164.0,34.0,888.0,194.0,34.0
1405,898.0,206.0,48.0,1156.0,170.0,38.0,806.0,164.0,28.0,940.0,196.0,52.0
1406,952.0,200.0,36.0,1114.0,166.0,32.0,766.0,168.0,44.0,990.0,204.0,54.0
1407,998.0,186.0,36.0,1064.0,160.0,40.0,704.0,178.0,42.0,1048.0,214.0,54.0
1408,1038.0,178.0,34.0,1034.0,160.0,34.0,660.0,174.0,58.0,1110.0,224.0,54.0
1409,1068.0,174.0,44.0,994.0,158.0,24.0,590.0,182.0,54.0,1190.0,244.0,50.0
1410,1100.0,170.0,40.0,964.0,152.0,28.0,520.0,202.0,34.0,1282.0,260.0,50.0
1411,540.0,230.0,48.0,1396.0,202.0,44.0,996.0,156.0,34.0,836.0,164.0,42.0
1412,638.0,220.0,48.0,1316.0,206.0,58.0,960.0,160.0,28.0,862.0,170.0,32.0
1413,728.0,218.0,40.0,1234.0,184.0,56.0,924.0,160.0,26.0,900.0,176.0,36.0
1414,788.0,206.0,50.0,1178.0,188.0,32.0,884.0,166.0,30.0,942.0,180.0,38.0
1415,846.0,196.0,48.0,1124.0,176.0,38.0,846.0,170.0,44.0,984.0,192.0,34.0
1416,898.0,188.0,44.0,1080.0,168.0,30.0,798.0,176.0,44.0,1034.0,192.0,44.0
1417,946.0,186.0,32.0,1034.0,170.0,28.0,734.0,186.0,44.0,1088.0,200.0,54.0
1418,984.0,176.0,36.0,992.0,164.0,36.0,684.0,184.0,56.0,1166.0,214.0,58.0
1419,1022.0,174.0,28.0,960.0,158.0,28.0,604.0,206.0,58.0,1232.0,216.0,58.0
1420,1054.0,164.0,34.0,924.0,156.0,32.0,538.0,214.0,40.0,1316.0,240.0,44.0
1421,514.0,218.0,50.0,1376.0,212.0,40.0,1032.0,158.0,28.0,880.0,160.0,38.0
1422,606.0,218.0,58.0,1278.0,204.0,58.0,1002.0,166.0,32.0,908.0,168.0,26.0
1423,678.0,206.0,56.0,1202.0,196.0,56.0,964.0,172.0,28.0,940.0,170.0,38.0
1424,758.0,188.0,56.0,1142.0,192.0,44.0,924.0,170.0,32.0,988.0,174.0,42.0
1425,804.0,184.0,38.0,1092.0,186.0,44.0,884.0,178.0,42.0,1034.0,180.0,44.0
1426,858.0,182.0,34.0,1042.0,180.0,40.0,828.0,182.0,36.0,1080.0,186.0,44.0
1427,902.0,176.0,32.0,1000.0,174.0,40.0,780.0,188.0,52.0,1128.0,188.0,52.0
1428,938.0,170.0,38.0,956.0,172.0,28.0,716.0,196.0,56.0,1192.0,196.0,52.0
1429,976.0,162.0,30.0,922.0,164.0,36.0,642.0,204.0,58.0,1264.0,202.0,58.0
1430,1008.0,162.0,30.0,890.0,160.0,34.0,548.0,214.0,46.0,1350.0,210.0,58.0
1431,508.0,216.0,38.0,1330.0,240.0,48.0,1078.0,162.0,28.0,912.0,156.0,32.0
1432,576.0,208.0,58.0,1242.0,228.0,42.0,1046.0,168.0,30.0,948.0,158.0,28.0
1433,656.0,196.0,36.0,1176.0,216.0,58.0,1012.0,176.0,38.0,984.0,162.0,30.0
1434,720.0,180.0,54.0,1102.0,208.0,38.0,968.0,186.0,30.0,1026.0,168.0,36.0
1435,770.0,182.0,32.0,1050.0,196.0,48.0,924.0,192.0,32.0,1068.0,170.0,32.0
1436,816.0,168.0,28.0,996.0,190.0,36.0,870.0,196.0,44.0,1110.0,176.0,44.0
1437,862.0,172.0,26.0,950.0,180.0,38.0,812.0,198.0,42.0,1172.0,178.0,32.0
1438,896.0,164.0,36.0,912.0,174.0,38.0,746.0,208.0,44.0,1224.0,184.0,50.0
1439,934.0,160.0,32.0,880.0,168.0,42.0,678.0,228.0,42.0,1290.0,192.0,56.0
1440,970.0,156.0,30.0,846.0,164.0,36.0,590.0,242.0,44.0,1364.0,212.0,34.0
1441,468.0,192.0,34.0,1314.0,246.0,52.0,1124.0,170.0,40.0,950.0,154.0,24.0
1442,562.0,182.0,58.0,1212.0,234.0,52.0,1098.0,174.0,32.0,986.0,156.0,32.0
1443,628.0,180.0,48.0,1130.0,228.0,58.0,1058.0,188.0,30.0,1014.0,158.0,36.0
1444,682.0,178.0,34.0,1050.0,212.0,58.0,1016.0,188.0,44.0,1054.0,162.0,36.0
1445,742.0,168.0,48.0,998.0,206.0,48.0,974.0,196.0,40.0,1102.0,162.0,28.0
1446,782.0,168.0,34.0,948.0,196.0,46.0,922.0,200.0,40.0,1142.0,168.0,40.0
1447,822.0,164.0,36.0,898.0,186.0,36.0,864.0,220.0,42.0,1190.0,170.0,50.0
1448,866.0,158.0,28.0,864.0,180.0,48.0,798.0,222.0,58.0,1250.0,178.0,48.0
1449,900.0,156.0,30.0,830.0,174.0,48.0,716.0,244.0,50.0,1326.0,194.0,56.0
1450,936.0,152.0,28.0,786.0,174.0,40.0,604.0,246.0,52.0,1392.0,202.0,48.0
1451,452.0,182.0,30.0,1252.0,286.0,58.0,1180.0,174.0,50.0,984.0,146.0,24.0
1452,540.0,176.0,52.0,1152.0,262.0,58.0,1150.0,180.0,48.0,1016.0,154.0,24.0
1453,604.0,170.0,48.0,1066.0,246.0,54.0,1114.0,188.0,50.0,1046.0,152.0,34.0
1454,660.0,168.0,44.0,994.0,228.0,58.0,1078.0,196.0,48.0,1084.0,156.0,34.0
1455,712.0,162.0,44.0,934.0,216.0,54.0,1038.0,208.0,50.0,1126.0,166.0,24.0
1456,752.0,160.0,28.0,884.0,204.0,44.0,986.0,216.0,54.0,1168.0,162.0,42.0
1457,796.0,158.0,28.0,846.0,196.0,56.0,922.0,224.0,50.0,1218.0,164.0,46.0
1458,832.0,152.0,26.0,796.0,192.0,46.0,852.0,246.0,54.0,1272.0,168.0,48.0
1459,872.0,152.0,28.0,770.0,180.0,50.0,766.0,264.0,58.0,1332.0,172.0,56.0
1460,902.0,150.0,24.0,740.0,174.0,50.0,648.0,270.0,58.0,1400.0,176.0,58.0
1461,448.0,174.0,48.0,1190.0,322.0,58.0,1248.0,182.0,48.0,1012.0,144.0,24.0
1462,524.0,166.0,56.0,1084.0,292.0,58.0,1220.0,188.0,50.0,1042.0,148.0,24.0
1463,586.0,160.0,58.0,998.0,268.0,58.0,1184.0,196.0,58.0,1074.0,148.0,34.0
1464,636.0,168.0,30.0,924.0,250.0,54.0,1146.0,206.0,58.0,1116.0,150.0,24.0
1465,678.0,164.0,38.0,860.0,232.0,58.0,1110.0,214.0,44.0,1148.0,152.0,40.0
1466,728.0,162.0,24.0,814.0,218.0,54.0,1058.0,228.0,50.0,1192.0,156.0,42.0
1467,770.0,158.0,22.0,774.0,206.0,58.0,994.0,252.0,52.0,1242.0,168.0,24.0
1468,808.0,150.0,28.0,732.0,198.0,50.0,922.0,268.0,58.0,1290.0,160.0,54.0
1469,838.0,146.0,24.0,702.0,188.0,52.0,826.0,276.0,58.0,1350.0,166.0,50.0
1470,870.0,142.0,22.0,672.0,182.0,50.0,,,,1412.0,184.0,26.0
1471,440.0,180.0,34.0,,,,1324.0,188.0,56.0,1038.0,144.0,18.0
1472,506.0,158.0,56.0,,,,1298.0,208.0,36.0,1070.0,142.0,22.0
1473,562.0,160.0,44.0,902.0,280.0,54.0,1268.0,208.0,58.0,1102.0,150.0,20.0
1474,618.0,154.0,48.0,834.0,274.0,58.0,1232.0,220.0,58.0,1140.0,148.0,24.0
1475,662.0,154.0,36.0,768.0,244.0,52.0,1192.0,240.0,52.0,1172.0,148.0,38.0
1476,706.0,150.0,34.0,728.0,242.0,44.0,1142.0,256.0,54.0,1216.0,152.0,34.0
1477,740.0,148.0,24.0,688.0,230.0,42.0,1084.0,274.0,58.0,1264.0,156.0,36.0
1478,784.0,144.0,34.0,650.0,206.0,58.0,1018.0,282.0,58.0,1310.0,156.0,48.0
1479,818.0,142.0,32.0,610.0,200.0,44.0,,,,1362.0,156.0,58.0
1480,848.0,142.0,26.0,594.0,188.0,58.0,810.0,386.0,38.0,1426.0,162.0,54.0
1481,430.0,156.0,58.0,,,,1412.0,212.0,36.0,1062.0,142.0,20.0
1482,494.0,152.0,58.0,,,,1390.0,222.0,40.0,1094.0,140.0,22.0
1483,548.0,150.0,52.0,,,,1366.0,234.0,46.0,1124.0,142.0,28.0
1484,596.0,152.0,38.0,724.0,308.0,54.0,1346.0,232.0,58.0,1160.0,150.0,20.0
1485,644.0,146.0,44.0,648.0,266.0,58.0,1298.0,262.0,54.0,1198.0,152.0,22.0
1486,686.0,146.0,36.0,622.0,262.0,52.0,1254.0,282.0,56.0,1234.0,146.0,42.0
1487,722.0,150.0,22.0,572.0,232.0,58.0,1198.0,308.0,58.0,1280.0,160.0,20.0
1488,754.0,142.0,24.0,534.0,218.0,42.0,,,,1324.0,150.0,48.0
1489,788.0,142.0,24.0,530.0,222.0,36.0,,,,1378.0,152.0,50.0
1490,822.0,140.0,24.0,508.0,212.0,36.0,,,,1434.0,154.0,56.0
1491,422.0,168.0,26.0,846.0,560.0,52.0,1514.0,226.0,36.0,1084.0,136.0,22.0
1492,482.0,146.0,58.0,,,,1530.0,224.0,48.0,1112.0,138.0,26.0
1493,530.0,160.0,24.0,,,,1482.0,252.0,44.0,1142.0,138.0,32.0
1494,582.0,144.0,46.0,,,,1492.0,250.0,50.0,1178.0,140.0,30.0
1495,616.0,152.0,32.0,524.0,316.0,58.0,1432.0,288.0,58.0,1214.0,142.0,34.0
1496,664.0,150.0,20.0,488.0,290.0,54.0,1436.0,294.0,58.0,1254.0,144.0,34.0
1497,702.0,142.0,28.0,460.0,270.0,50.0,,,,1296.0,146.0,38.0
1498,738.0,138.0,32.0,414.0,234.0,58.0,,,,1340.0,146.0,44.0
1499,772.0,136.0,30.0,386.0,220.0,40.0,,,,1392.0,150.0,40.0
1500,796.0,136.0,20.0,382.0,208.0,56.0,1162.0,558.0,36.0,1442.0,148.0,58.0
