Frame,A_x,A_y,A_Diameter,B_x,B_y,B_Diameter,C_x,C_y,C_Diameter,D_x,D_y,D_Diameter
534,754.0,338.0,32.0,1078.0,372.0,34.0,966.0,330.0,30.0,1012.0,302.0,30.0
535,796.0,324.0,28.0,1032.0,358.0,32.0,930.0,344.0,30.0,1050.0,312.0,28.0
536,838.0,314.0,28.0,990.0,344.0,30.0,888.0,358.0,32.0,1090.0,322.0,30.0
537,876.0,304.0,24.0,952.0,330.0,28.0,840.0,372.0,34.0,1134.0,334.0,34.0
538,908.0,294.0,28.0,918.0,318.0,28.0,790.0,390.0,38.0,1182.0,346.0,36.0
539,940.0,286.0,24.0,886.0,308.0,26.0,728.0,412.0,40.0,1240.0,364.0,38.0
540,968.0,276.0,24.0,856.0,298.0,30.0,662.0,434.0,44.0,1296.0,372.0,46.0
541,566.0,358.0,48.0,1220.0,466.0,44.0,1104.0,310.0,28.0,952.0,268.0,22.0
542,624.0,346.0,40.0,1154.0,440.0,44.0,1074.0,320.0,34.0,980.0,274.0,24.0
543,678.0,332.0,36.0,1090.0,416.0,40.0,1044.0,334.0,30.0,1012.0,280.0,24.0
544,726.0,320.0,34.0,1038.0,396.0,36.0,1010.0,346.0,32.0,1046.0,290.0,26.0
545,770.0,310.0,30.0,990.0,378.0,34.0,972.0,362.0,34.0,1080.0,298.0,30.0
546,806.0,302.0,30.0,946.0,362.0,34.0,930.0,378.0,34.0,1120.0,308.0,28.0
547,846.0,292.0,28.0,910.0,346.0,30.0,882.0,396.0,38.0,1160.0,316.0,34.0
548,876.0,284.0,26.0,874.0,332.0,30.0,828.0,416.0,40.0,1208.0,328.0,36.0
549,908.0,274.0,24.0,842.0,322.0,28.0,766.0,438.0,44.0,1258.0,340.0,40.0
550,936.0,268.0,22.0,814.0,312.0,28.0,692.0,466.0,44.0,1316.0,352.0,42.0
551,546.0,340.0,48.0,1180.0,506.0,50.0,1152.0,324.0,28.0,980.0,258.0,20.0
552,598.0,338.0,40.0,1106.0,474.0,44.0,1124.0,336.0,34.0,1008.0,266.0,24.0
553,650.0,324.0,36.0,1044.0,446.0,42.0,1094.0,350.0,32.0,1040.0,272.0,24.0
554,700.0,308.0,32.0,990.0,422.0,40.0,1058.0,364.0,36.0,1074.0,280.0,26.0
555,742.0,298.0,30.0,940.0,402.0,36.0,1022.0,382.0,36.0,1106.0,286.0,28.0
556,780.0,290.0,24.0,898.0,382.0,34.0,978.0,402.0,36.0,1144.0,296.0,28.0
557,818.0,280.0,26.0,860.0,366.0,32.0,930.0,422.0,40.0,1186.0,306.0,28.0
558,848.0,272.0,22.0,828.0,348.0,36.0,874.0,446.0,42.0,1232.0,318.0,28.0
559,878.0,266.0,26.0,796.0,336.0,30.0,812.0,472.0,48.0,1284.0,330.0,38.0
560,906.0,260.0,24.0,768.0,324.0,30.0,736.0,504.0,54.0,1336.0,342.0,36.0
561,532.0,334.0,24.0,1130.0,556.0,54.0,1204.0,338.0,36.0,1006.0,250.0,20.0
562,584.0,314.0,40.0,1054.0,516.0,50.0,1178.0,352.0,38.0,1034.0,256.0,24.0
563,632.0,304.0,34.0,988.0,482.0,48.0,1150.0,370.0,34.0,1064.0,264.0,20.0
564,672.0,296.0,24.0,932.0,454.0,42.0,1114.0,386.0,36.0,1098.0,270.0,24.0
565,716.0,288.0,24.0,884.0,428.0,40.0,1078.0,406.0,38.0,1132.0,278.0,24.0
566,756.0,280.0,24.0,840.0,406.0,38.0,1036.0,428.0,40.0,1170.0,284.0,24.0
567,792.0,272.0,26.0,802.0,386.0,36.0,986.0,454.0,42.0,1210.0,296.0,30.0
568,822.0,264.0,24.0,770.0,370.0,34.0,930.0,482.0,46.0,1254.0,304.0,30.0
569,854.0,260.0,20.0,742.0,352.0,38.0,866.0,516.0,48.0,1298.0,308.0,36.0
570,882.0,254.0,20.0,712.0,338.0,32.0,786.0,556.0,54.0,1350.0,318.0,38.0
571,514.0,310.0,44.0,1070.0,620.0,58.0,1270.0,356.0,32.0,1030.0,244.0,22.0
572,568.0,298.0,44.0,988.0,568.0,58.0,1238.0,376.0,32.0,1058.0,250.0,20.0
573,608.0,300.0,34.0,920.0,526.0,50.0,1212.0,392.0,36.0,1088.0,254.0,20.0
574,652.0,286.0,24.0,864.0,492.0,48.0,1182.0,410.0,38.0,1120.0,262.0,22.0
575,692.0,282.0,32.0,816.0,460.0,44.0,1144.0,434.0,40.0,1154.0,268.0,22.0
576,732.0,272.0,24.0,774.0,434.0,42.0,1102.0,460.0,44.0,1188.0,276.0,22.0
577,764.0,266.0,28.0,738.0,410.0,42.0,1054.0,490.0,48.0,1230.0,280.0,22.0
578,800.0,258.0,20.0,704.0,394.0,42.0,998.0,526.0,50.0,1268.0,288.0,34.0
579,830.0,252.0,18.0,674.0,372.0,32.0,932.0,568.0,56.0,1318.0,304.0,36.0
580,856.0,244.0,20.0,654.0,352.0,44.0,848.0,620.0,58.0,1364.0,304.0,36.0
581,492.0,314.0,48.0,,,,1334.0,370.0,50.0,1054.0,236.0,18.0
582,550.0,290.0,34.0,902.0,636.0,58.0,1318.0,394.0,34.0,1080.0,242.0,18.0
583,592.0,288.0,30.0,836.0,580.0,58.0,1290.0,424.0,54.0,1110.0,248.0,22.0
584,638.0,274.0,30.0,780.0,536.0,52.0,1258.0,442.0,46.0,1142.0,254.0,24.0
585,676.0,268.0,26.0,732.0,498.0,50.0,1222.0,468.0,46.0,1172.0,258.0,24.0
586,714.0,260.0,26.0,694.0,466.0,46.0,1184.0,500.0,48.0,1206.0,264.0,28.0
587,746.0,258.0,18.0,658.0,448.0,56.0,1138.0,536.0,54.0,1248.0,270.0,22.0
588,776.0,250.0,20.0,628.0,424.0,54.0,1082.0,580.0,58.0,1284.0,282.0,20.0
589,806.0,242.0,18.0,608.0,388.0,52.0,1014.0,632.0,58.0,1328.0,284.0,36.0
590,834.0,238.0,18.0,584.0,370.0,50.0,,,,1374.0,290.0,40.0
591,490.0,284.0,44.0,,,,1416.0,390.0,58.0,1074.0,232.0,20.0
592,538.0,276.0,40.0,800.0,712.0,58.0,1400.0,418.0,48.0,1098.0,236.0,20.0
593,574.0,272.0,20.0,734.0,646.0,58.0,1384.0,446.0,40.0,1126.0,240.0,24.0
594,622.0,264.0,30.0,672.0,594.0,58.0,1356.0,474.0,44.0,1156.0,244.0,24.0
595,654.0,258.0,20.0,628.0,548.0,50.0,1320.0,506.0,58.0,1192.0,250.0,20.0
596,690.0,252.0,20.0,604.0,510.0,48.0,1288.0,544.0,58.0,1226.0,260.0,24.0
597,728.0,248.0,24.0,562.0,474.0,42.0,1248.0,594.0,56.0,1264.0,262.0,20.0
598,758.0,242.0,24.0,552.0,450.0,36.0,1184.0,648.0,58.0,1300.0,268.0,28.0
599,784.0,236.0,18.0,518.0,432.0,58.0,1134.0,728.0,58.0,1346.0,282.0,32.0
600,812.0,230.0,16.0,498.0,412.0,58.0,,,,1386.0,280.0,34.0
601,,,,1408.0,260.0,44.0,832.0,216.0,18.0,472.0,370.0,58.0
602,,,,1370.0,266.0,36.0,808.0,220.0,24.0,480.0,398.0,36.0
603,1198.0,616.0,58.0,1324.0,256.0,28.0,778.0,224.0,24.0,522.0,426.0,40.0
604,1236.0,556.0,58.0,1276.0,244.0,34.0,744.0,232.0,24.0,530.0,450.0,44.0
605,1286.0,510.0,54.0,1244.0,240.0,20.0,716.0,234.0,28.0,564.0,482.0,48.0
606,1316.0,468.0,58.0,1204.0,234.0,28.0,680.0,238.0,30.0,616.0,520.0,52.0
607,1340.0,442.0,50.0,1176.0,232.0,24.0,642.0,244.0,30.0,658.0,566.0,58.0
608,1366.0,406.0,58.0,1140.0,224.0,24.0,596.0,256.0,28.0,716.0,618.0,58.0
609,1380.0,392.0,36.0,1112.0,220.0,24.0,550.0,266.0,36.0,764.0,702.0,58.0
610,1402.0,360.0,58.0,1086.0,216.0,20.0,510.0,260.0,44.0,,,
611,,,,1398.0,270.0,46.0,854.0,222.0,18.0,562.0,346.0,58.0
612,1004.0,598.0,58.0,1348.0,266.0,38.0,826.0,226.0,18.0,576.0,384.0,58.0
613,1076.0,548.0,58.0,1304.0,260.0,34.0,796.0,232.0,20.0,610.0,384.0,58.0
614,1130.0,500.0,58.0,1262.0,254.0,30.0,768.0,236.0,28.0,636.0,424.0,58.0
615,1176.0,466.0,50.0,1222.0,248.0,28.0,728.0,240.0,18.0,676.0,436.0,58.0
616,1216.0,434.0,48.0,1188.0,244.0,24.0,696.0,248.0,28.0,716.0,468.0,58.0
617,1246.0,404.0,54.0,1152.0,236.0,28.0,656.0,254.0,28.0,764.0,508.0,56.0
618,1274.0,380.0,54.0,1122.0,234.0,18.0,616.0,260.0,34.0,824.0,552.0,58.0
619,1298.0,358.0,54.0,1094.0,226.0,18.0,564.0,276.0,34.0,890.0,606.0,58.0
620,1322.0,342.0,48.0,1066.0,222.0,18.0,522.0,272.0,44.0,988.0,678.0,58.0
621,826.0,594.0,58.0,1394.0,296.0,40.0,878.0,228.0,22.0,628.0,342.0,48.0
622,916.0,538.0,58.0,1336.0,282.0,26.0,848.0,232.0,22.0,660.0,354.0,32.0
623,986.0,496.0,56.0,1292.0,278.0,34.0,818.0,238.0,20.0,688.0,366.0,44.0
624,1044.0,460.0,52.0,1248.0,264.0,24.0,786.0,244.0,24.0,722.0,386.0,44.0
625,1092.0,430.0,46.0,1208.0,256.0,22.0,750.0,250.0,22.0,758.0,408.0,44.0
626,1132.0,406.0,40.0,1166.0,252.0,22.0,712.0,256.0,22.0,800.0,434.0,48.0
627,1166.0,378.0,48.0,1134.0,244.0,24.0,676.0,262.0,32.0,852.0,462.0,50.0
628,1202.0,364.0,42.0,1102.0,238.0,20.0,632.0,268.0,36.0,910.0,496.0,54.0
629,1226.0,342.0,44.0,1068.0,232.0,26.0,578.0,280.0,24.0,982.0,538.0,58.0
630,1254.0,328.0,34.0,1042.0,230.0,20.0,524.0,288.0,24.0,1072.0,584.0,58.0
631,764.0,530.0,58.0,1372.0,296.0,48.0,902.0,236.0,20.0,696.0,316.0,36.0
632,844.0,488.0,52.0,1326.0,290.0,24.0,870.0,242.0,24.0,720.0,334.0,40.0
633,914.0,454.0,48.0,1274.0,282.0,24.0,842.0,246.0,22.0,752.0,344.0,34.0
634,972.0,426.0,44.0,1224.0,274.0,30.0,810.0,252.0,26.0,788.0,362.0,38.0
635,1020.0,400.0,42.0,1186.0,268.0,28.0,772.0,258.0,24.0,828.0,382.0,38.0
636,1064.0,378.0,38.0,1148.0,260.0,26.0,732.0,268.0,28.0,872.0,402.0,42.0
637,1100.0,358.0,40.0,1110.0,252.0,24.0,696.0,278.0,24.0,922.0,426.0,44.0
638,1134.0,344.0,36.0,1076.0,248.0,20.0,650.0,280.0,36.0,982.0,454.0,48.0
639,1166.0,330.0,36.0,1046.0,240.0,24.0,600.0,290.0,38.0,1050.0,486.0,52.0
640,1188.0,312.0,36.0,1016.0,234.0,26.0,548.0,296.0,48.0,1132.0,524.0,58.0
641,712.0,482.0,48.0,1364.0,324.0,44.0,928.0,240.0,22.0,752.0,302.0,34.0
642,786.0,448.0,50.0,1306.0,312.0,40.0,898.0,246.0,20.0,782.0,318.0,30.0
643,854.0,420.0,46.0,1254.0,300.0,36.0,866.0,256.0,28.0,814.0,326.0,36.0
644,912.0,396.0,42.0,1206.0,290.0,34.0,836.0,260.0,30.0,846.0,340.0,34.0
645,962.0,376.0,40.0,1158.0,276.0,30.0,796.0,268.0,24.0,886.0,358.0,36.0
646,1004.0,358.0,36.0,1122.0,268.0,24.0,760.0,276.0,30.0,932.0,376.0,38.0
647,1044.0,340.0,34.0,1086.0,260.0,24.0,712.0,290.0,34.0,982.0,396.0,40.0
648,1078.0,326.0,34.0,1052.0,254.0,24.0,672.0,292.0,38.0,1038.0,418.0,44.0
649,1108.0,312.0,32.0,1020.0,246.0,20.0,620.0,302.0,42.0,1106.0,444.0,48.0
650,1134.0,300.0,34.0,992.0,242.0,24.0,556.0,326.0,46.0,1182.0,476.0,54.0
651,666.0,438.0,58.0,1348.0,334.0,28.0,958.0,250.0,22.0,800.0,288.0,26.0
652,742.0,412.0,50.0,1284.0,326.0,40.0,928.0,258.0,24.0,830.0,300.0,30.0
653,804.0,392.0,42.0,1226.0,308.0,34.0,896.0,266.0,24.0,864.0,312.0,32.0
654,862.0,372.0,40.0,1178.0,298.0,32.0,862.0,270.0,24.0,896.0,324.0,34.0
655,910.0,354.0,36.0,1136.0,288.0,28.0,826.0,282.0,26.0,938.0,338.0,34.0
656,954.0,338.0,34.0,1096.0,280.0,28.0,784.0,288.0,28.0,984.0,352.0,42.0
657,994.0,324.0,34.0,1058.0,272.0,28.0,742.0,302.0,28.0,1030.0,370.0,38.0
658,1026.0,310.0,32.0,1024.0,264.0,26.0,692.0,308.0,34.0,1086.0,388.0,40.0
659,1060.0,298.0,30.0,990.0,258.0,24.0,640.0,320.0,40.0,1152.0,410.0,44.0
660,1088.0,288.0,28.0,964.0,250.0,24.0,580.0,330.0,48.0,1224.0,434.0,52.0
661,632.0,404.0,58.0,1324.0,354.0,36.0,990.0,256.0,22.0,846.0,280.0,24.0
662,698.0,390.0,46.0,1254.0,336.0,46.0,960.0,266.0,24.0,874.0,288.0,28.0
663,764.0,366.0,44.0,1198.0,322.0,40.0,928.0,272.0,26.0,906.0,298.0,28.0
664,818.0,350.0,36.0,1148.0,312.0,34.0,894.0,284.0,24.0,942.0,310.0,30.0
665,866.0,336.0,34.0,1102.0,300.0,36.0,854.0,292.0,32.0,980.0,320.0,32.0
666,908.0,322.0,32.0,1062.0,292.0,28.0,816.0,302.0,32.0,1024.0,334.0,34.0
667,948.0,308.0,30.0,1026.0,284.0,24.0,770.0,312.0,34.0,1072.0,348.0,36.0
668,982.0,296.0,28.0,992.0,272.0,26.0,720.0,324.0,38.0,1128.0,364.0,38.0
669,1014.0,286.0,26.0,960.0,268.0,24.0,664.0,336.0,46.0,1188.0,382.0,40.0
670,1044.0,278.0,28.0,930.0,256.0,22.0,602.0,350.0,50.0,1262.0,402.0,40.0
671,600.0,378.0,52.0,1294.0,372.0,54.0,1024.0,266.0,24.0,884.0,268.0,24.0
672,666.0,364.0,38.0,1232.0,364.0,42.0,994.0,276.0,30.0,914.0,278.0,24.0
673,728.0,346.0,40.0,1174.0,346.0,40.0,964.0,284.0,26.0,946.0,286.0,26.0
674,780.0,332.0,34.0,1118.0,330.0,34.0,928.0,294.0,28.0,980.0,294.0,30.0
675,828.0,320.0,32.0,1072.0,316.0,32.0,892.0,304.0,34.0,1018.0,304.0,34.0
676,870.0,308.0,30.0,1028.0,306.0,30.0,848.0,316.0,34.0,1062.0,316.0,32.0
677,910.0,294.0,30.0,992.0,294.0,32.0,800.0,330.0,34.0,1110.0,328.0,32.0
678,944.0,286.0,26.0,956.0,284.0,26.0,746.0,344.0,34.0,1162.0,342.0,36.0
679,976.0,274.0,26.0,922.0,276.0,28.0,686.0,360.0,36.0,1216.0,360.0,36.0
680,1004.0,266.0,24.0,894.0,266.0,24.0,626.0,372.0,54.0,1284.0,372.0,48.0
681,576.0,354.0,54.0,1270.0,404.0,42.0,1064.0,280.0,24.0,920.0,256.0,22.0
682,640.0,340.0,44.0,1198.0,386.0,44.0,1032.0,286.0,32.0,950.0,264.0,24.0
683,698.0,326.0,42.0,1138.0,366.0,40.0,1002.0,298.0,30.0,980.0,274.0,26.0
684,750.0,314.0,36.0,1082.0,348.0,36.0,968.0,306.0,30.0,1014.0,282.0,30.0
685,794.0,306.0,28.0,1034.0,334.0,34.0,928.0,322.0,30.0,1052.0,292.0,28.0
686,834.0,294.0,32.0,990.0,322.0,30.0,886.0,334.0,34.0,1094.0,304.0,28.0
687,872.0,284.0,28.0,952.0,306.0,30.0,838.0,348.0,36.0,1138.0,312.0,34.0
688,906.0,274.0,30.0,916.0,298.0,30.0,782.0,366.0,38.0,1190.0,324.0,38.0
689,940.0,268.0,24.0,886.0,286.0,32.0,720.0,386.0,44.0,1244.0,334.0,42.0
690,968.0,258.0,24.0,856.0,278.0,30.0,654.0,400.0,56.0,1304.0,356.0,34.0
691,548.0,350.0,52.0,1234.0,440.0,50.0,1108.0,290.0,28.0,952.0,252.0,22.0
692,618.0,330.0,30.0,1160.0,410.0,46.0,1080.0,298.0,28.0,980.0,256.0,24.0
693,672.0,310.0,42.0,1096.0,390.0,42.0,1048.0,310.0,30.0,1012.0,262.0,26.0
694,720.0,300.0,34.0,1040.0,370.0,38.0,1012.0,324.0,32.0,1044.0,270.0,30.0
695,760.0,294.0,34.0,990.0,354.0,36.0,972.0,338.0,34.0,1084.0,278.0,28.0
696,802.0,280.0,24.0,948.0,338.0,34.0,928.0,354.0,36.0,1124.0,288.0,28.0
697,840.0,272.0,28.0,908.0,322.0,32.0,880.0,370.0,40.0,1168.0,298.0,32.0
698,874.0,264.0,28.0,872.0,312.0,28.0,824.0,390.0,42.0,1214.0,308.0,34.0
699,908.0,258.0,22.0,840.0,298.0,28.0,760.0,410.0,46.0,1272.0,324.0,40.0
700,936.0,252.0,22.0,812.0,290.0,28.0,682.0,436.0,44.0,1324.0,326.0,50.0
701,528.0,332.0,48.0,1192.0,474.0,58.0,1156.0,304.0,28.0,980.0,242.0,24.0
702,588.0,316.0,40.0,1114.0,446.0,48.0,1130.0,316.0,36.0,1010.0,250.0,22.0
703,642.0,304.0,38.0,1048.0,418.0,44.0,1100.0,328.0,38.0,1038.0,254.0,28.0
704,690.0,292.0,34.0,990.0,396.0,40.0,1060.0,340.0,38.0,1074.0,264.0,22.0
705,734.0,278.0,26.0,940.0,376.0,38.0,1022.0,358.0,36.0,1112.0,266.0,24.0
706,776.0,270.0,26.0,896.0,358.0,36.0,978.0,376.0,40.0,1152.0,280.0,32.0
707,812.0,262.0,24.0,858.0,340.0,38.0,928.0,396.0,40.0,1190.0,284.0,32.0
708,848.0,258.0,22.0,820.0,328.0,38.0,872.0,418.0,44.0,1242.0,298.0,34.0
709,876.0,248.0,24.0,790.0,314.0,30.0,804.0,446.0,48.0,1286.0,300.0,42.0
710,908.0,242.0,24.0,760.0,302.0,28.0,728.0,474.0,58.0,1350.0,324.0,46.0
711,518.0,304.0,44.0,1142.0,526.0,56.0,1210.0,320.0,30.0,1008.0,236.0,20.0
712,572.0,294.0,34.0,1058.0,486.0,52.0,1184.0,328.0,40.0,1038.0,240.0,24.0
713,626.0,290.0,24.0,990.0,454.0,48.0,1154.0,346.0,34.0,1068.0,244.0,22.0
714,670.0,278.0,26.0,932.0,426.0,44.0,1122.0,362.0,36.0,1100.0,252.0,22.0
715,710.0,268.0,24.0,880.0,402.0,42.0,1082.0,380.0,40.0,1132.0,258.0,28.0
716,752.0,260.0,30.0,838.0,380.0,40.0,1038.0,402.0,42.0,1174.0,264.0,24.0
717,790.0,252.0,30.0,798.0,360.0,36.0,988.0,426.0,44.0,1212.0,272.0,34.0
718,820.0,246.0,24.0,766.0,344.0,40.0,930.0,454.0,48.0,1256.0,280.0,36.0
719,850.0,240.0,20.0,732.0,328.0,32.0,860.0,486.0,52.0,1304.0,286.0,40.0
720,878.0,236.0,24.0,704.0,316.0,30.0,776.0,526.0,56.0,1360.0,298.0,40.0
721,504.0,286.0,50.0,1078.0,586.0,58.0,1276.0,332.0,38.0,1030.0,228.0,24.0
722,552.0,290.0,38.0,988.0,538.0,58.0,1248.0,352.0,34.0,1060.0,234.0,20.0
723,606.0,272.0,34.0,918.0,496.0,54.0,1220.0,364.0,44.0,1088.0,238.0,24.0
724,650.0,266.0,32.0,860.0,462.0,50.0,1188.0,386.0,40.0,1124.0,244.0,24.0
725,692.0,258.0,32.0,810.0,432.0,46.0,1150.0,404.0,50.0,1154.0,248.0,28.0
726,726.0,252.0,24.0,768.0,406.0,44.0,1108.0,432.0,48.0,1192.0,258.0,22.0
727,766.0,244.0,30.0,726.0,384.0,38.0,1060.0,462.0,50.0,1232.0,262.0,32.0
728,796.0,240.0,24.0,700.0,362.0,46.0,1000.0,496.0,54.0,1280.0,274.0,34.0
729,828.0,234.0,26.0,670.0,346.0,42.0,930.0,538.0,58.0,1320.0,274.0,40.0
730,856.0,228.0,24.0,640.0,340.0,46.0,840.0,590.0,58.0,1380.0,298.0,48.0
731,492.0,274.0,48.0,994.0,676.0,58.0,1344.0,342.0,58.0,1054.0,224.0,20.0
732,534.0,280.0,40.0,896.0,598.0,58.0,1332.0,368.0,34.0,1082.0,226.0,20.0
733,590.0,262.0,36.0,828.0,550.0,58.0,1304.0,400.0,58.0,1110.0,230.0,24.0
734,632.0,256.0,32.0,772.0,506.0,58.0,1272.0,416.0,50.0,1144.0,236.0,20.0
735,674.0,248.0,34.0,722.0,470.0,50.0,1234.0,434.0,58.0,1174.0,240.0,28.0
736,704.0,242.0,20.0,686.0,434.0,58.0,1198.0,470.0,50.0,1212.0,248.0,24.0
737,744.0,238.0,26.0,650.0,408.0,54.0,1146.0,506.0,56.0,1250.0,252.0,30.0
738,772.0,232.0,18.0,622.0,384.0,54.0,1092.0,550.0,58.0,1296.0,260.0,24.0
739,802.0,226.0,20.0,586.0,368.0,34.0,1022.0,606.0,58.0,1336.0,266.0,34.0
740,834.0,222.0,24.0,572.0,346.0,50.0,,,,1384.0,270.0,42.0
741,478.0,266.0,40.0,,,,1434.0,368.0,54.0,1072.0,216.0,24.0
742,526.0,260.0,32.0,,,,1406.0,398.0,36.0,1100.0,220.0,24.0
743,574.0,252.0,38.0,722.0,616.0,58.0,1400.0,418.0,42.0,1132.0,226.0,20.0
744,616.0,246.0,32.0,654.0,564.0,58.0,1374.0,444.0,46.0,1164.0,232.0,26.0
745,648.0,242.0,20.0,612.0,516.0,54.0,1344.0,478.0,48.0,1192.0,232.0,28.0
746,686.0,236.0,20.0,576.0,478.0,50.0,1308.0,516.0,52.0,1228.0,238.0,28.0
747,720.0,230.0,20.0,544.0,446.0,42.0,1264.0,564.0,58.0,1264.0,244.0,28.0
748,756.0,226.0,26.0,530.0,414.0,58.0,1214.0,624.0,58.0,1304.0,248.0,34.0
749,782.0,222.0,18.0,514.0,400.0,36.0,1128.0,682.0,58.0,1348.0,254.0,38.0
750,810.0,220.0,18.0,488.0,366.0,58.0,,,,1394.0,258.0,44.0
751,,,,1418.0,240.0,44.0,832.0,202.0,22.0,452.0,344.0,54.0
752,1126.0,640.0,58.0,1368.0,234.0,44.0,804.0,206.0,20.0,478.0,364.0,58.0
753,1214.0,582.0,58.0,1324.0,230.0,40.0,776.0,208.0,24.0,484.0,390.0,38.0
754,1248.0,522.0,58.0,1284.0,232.0,22.0,744.0,212.0,28.0,510.0,416.0,42.0
755,1290.0,478.0,54.0,1250.0,224.0,22.0,708.0,218.0,24.0,562.0,452.0,48.0
756,1336.0,436.0,54.0,1208.0,218.0,28.0,670.0,224.0,22.0,580.0,486.0,56.0
757,1350.0,412.0,40.0,1174.0,212.0,28.0,636.0,226.0,32.0,644.0,532.0,58.0
758,1374.0,388.0,38.0,1144.0,208.0,24.0,588.0,238.0,30.0,678.0,592.0,58.0
759,1402.0,352.0,58.0,1114.0,206.0,22.0,550.0,236.0,40.0,,,
760,1418.0,334.0,58.0,1088.0,202.0,20.0,500.0,240.0,44.0,,,
761,,,,1406.0,248.0,50.0,852.0,208.0,20.0,548.0,320.0,58.0
762,1004.0,570.0,58.0,1356.0,244.0,42.0,824.0,212.0,18.0,566.0,352.0,50.0
763,1084.0,510.0,58.0,1310.0,240.0,34.0,794.0,216.0,24.0,588.0,362.0,38.0
764,1140.0,470.0,58.0,1268.0,234.0,32.0,760.0,222.0,24.0,622.0,392.0,58.0
765,1188.0,432.0,54.0,1230.0,230.0,24.0,728.0,224.0,28.0,662.0,406.0,58.0
766,1224.0,400.0,58.0,1190.0,228.0,20.0,688.0,232.0,28.0,704.0,438.0,58.0
767,1258.0,376.0,54.0,1160.0,220.0,22.0,652.0,234.0,32.0,758.0,476.0,54.0
768,1284.0,350.0,58.0,1124.0,214.0,26.0,608.0,240.0,36.0,818.0,518.0,58.0
769,1310.0,332.0,56.0,1096.0,212.0,22.0,562.0,244.0,42.0,894.0,572.0,58.0
770,1340.0,320.0,34.0,1068.0,208.0,20.0,512.0,248.0,50.0,,,
771,816.0,560.0,58.0,1396.0,264.0,42.0,874.0,214.0,22.0,626.0,304.0,50.0
772,916.0,504.0,58.0,1344.0,256.0,36.0,844.0,218.0,24.0,650.0,320.0,48.0
773,986.0,462.0,58.0,1294.0,248.0,38.0,818.0,220.0,28.0,680.0,338.0,48.0
774,1046.0,428.0,52.0,1248.0,242.0,36.0,786.0,224.0,32.0,712.0,356.0,46.0
775,1098.0,400.0,50.0,1214.0,242.0,32.0,750.0,230.0,32.0,750.0,380.0,46.0
776,1140.0,376.0,48.0,1174.0,234.0,28.0,706.0,242.0,32.0,796.0,402.0,52.0
777,1176.0,356.0,40.0,1132.0,224.0,32.0,670.0,242.0,36.0,846.0,430.0,52.0
778,1210.0,334.0,38.0,1100.0,220.0,28.0,626.0,248.0,38.0,910.0,464.0,54.0
779,1234.0,316.0,48.0,1072.0,218.0,20.0,576.0,254.0,42.0,982.0,504.0,58.0
780,1258.0,300.0,48.0,1044.0,214.0,20.0,522.0,262.0,44.0,1080.0,548.0,58.0
781,748.0,496.0,58.0,1380.0,272.0,54.0,898.0,218.0,24.0,686.0,292.0,32.0
782,840.0,456.0,56.0,1334.0,276.0,40.0,870.0,222.0,22.0,718.0,304.0,42.0
783,912.0,424.0,52.0,1282.0,268.0,38.0,838.0,226.0,20.0,750.0,318.0,44.0
784,972.0,396.0,48.0,1230.0,252.0,34.0,804.0,236.0,28.0,784.0,336.0,40.0
785,1022.0,370.0,46.0,1192.0,246.0,24.0,770.0,242.0,24.0,824.0,354.0,40.0
786,1066.0,352.0,38.0,1148.0,242.0,24.0,728.0,246.0,24.0,868.0,374.0,44.0
787,1108.0,332.0,36.0,1116.0,236.0,28.0,690.0,252.0,34.0,922.0,396.0,46.0
788,1138.0,320.0,34.0,1080.0,226.0,20.0,642.0,260.0,34.0,982.0,422.0,50.0
789,1172.0,302.0,32.0,1048.0,222.0,22.0,584.0,276.0,40.0,1056.0,454.0,56.0
790,1196.0,292.0,32.0,1020.0,220.0,22.0,538.0,272.0,54.0,1140.0,490.0,58.0
791,700.0,450.0,54.0,1368.0,290.0,44.0,928.0,226.0,22.0,748.0,280.0,36.0
792,778.0,418.0,52.0,1314.0,282.0,30.0,898.0,230.0,24.0,772.0,290.0,30.0
793,850.0,390.0,48.0,1262.0,278.0,40.0,866.0,234.0,24.0,806.0,304.0,34.0
794,910.0,368.0,42.0,1206.0,262.0,36.0,830.0,244.0,28.0,844.0,318.0,34.0
795,962.0,348.0,40.0,1168.0,254.0,24.0,792.0,248.0,24.0,884.0,330.0,36.0
796,1008.0,330.0,40.0,1122.0,248.0,34.0,752.0,254.0,24.0,930.0,350.0,38.0
797,1046.0,314.0,34.0,1090.0,244.0,28.0,712.0,262.0,36.0,982.0,368.0,44.0
798,1080.0,300.0,38.0,1054.0,234.0,24.0,658.0,278.0,40.0,1042.0,388.0,48.0
799,1110.0,288.0,34.0,1020.0,230.0,24.0,610.0,280.0,44.0,1112.0,412.0,50.0
800,1142.0,280.0,34.0,990.0,226.0,24.0,552.0,288.0,52.0,1194.0,440.0,58.0
801,656.0,414.0,48.0,1358.0,318.0,48.0,956.0,234.0,22.0,796.0,268.0,28.0
802,732.0,384.0,50.0,1294.0,296.0,32.0,928.0,240.0,24.0,826.0,276.0,28.0
803,800.0,366.0,42.0,1232.0,284.0,42.0,896.0,244.0,26.0,858.0,288.0,34.0
804,858.0,344.0,42.0,1182.0,274.0,38.0,860.0,254.0,24.0,896.0,302.0,32.0
805,908.0,328.0,38.0,1142.0,270.0,34.0,820.0,260.0,30.0,938.0,312.0,36.0
